id;name;longitude;latitude;type;subtype
6889;2993 ARREGUI;-58,487195;-34,606102;Parada Colectivo;
6890;3165 COCHABAMBA;-58,40991;-34,626221;Parada Colectivo;
6891;3266 CONSTITUCION;-58,411346;-34,627803;Parada Colectivo;
6892;4056 CONSTITUCION;-58,421609;-34,628999;Parada Colectivo;
6893;4383 MONROE;-58,478996;-34,569644;Parada Colectivo;
6894;4391 MONROE;-58,479069;-34,56969;Parada Colectivo;
6895;4665  GOYENECHE, ROBERTO PARQUE AV.;-58,4919231;-34,54973896;Parada Colectivo;
6896;2928 PERON, EVA AV.;-58,458869;-34,64212;Parada Colectivo;
6897;2918 PERON, EVA AV.;-58,458824;-34,642107;Parada Colectivo;
6898;2912 PERON, EVA AV.;-58,45868;-34,642306;Parada Colectivo;
6899;2912 PERON, EVA AV.;-58,45868;-34,642306;Parada Colectivo;
6900;TRIUNVIRATO AV. 2460;-58,45578363;-34,58521065;Parada Colectivo;
6901;TRIUNVIRATO AV. 2480;-58,45592311;-34,58516648;Parada Colectivo;
6902;TRIUNVIRATO AV. 2520;-58,45842293;-34,58510024;Parada Colectivo;
6903;TRIUNVIRATO AV. 2560;-58,45816007;-34,5850914;Parada Colectivo;
6904;TRIUNVIRATO AV. 2575;-58,45842293;-34,58488383;Parada Colectivo;
6905;171 GARAY, JUAN DE AV.;-58,36757208;-34,62391449;Parada Colectivo;
6906;889 VIEYTES;-58,379844;-34,64377;Parada Colectivo;
6907;889 VIEYTES;-58,379844;-34,64377;Parada Colectivo;
6908;1081 VIEYTES;-58,379184;-34,644836;Parada Colectivo;
6909;1081 VIEYTES;-58,379184;-34,644836;Parada Colectivo;
6910;1297 VIEYTES;-58,377681;-34,647749;Parada Colectivo;
6911;HORNOS, GRAL. 1402;-58,375349;-34,643229;Parada Colectivo;
6912;HORNOS, GRAL. 1402;-58,375349;-34,643229;Parada Colectivo;
6913;1563 JURAMENTO AV.;-58,448619;-34,556824;Parada Colectivo;
6914;3108 GUALEGUAYCHU;-58,509133;-34,606737;Parada Colectivo;
6915;AV. ELVIRA RAWSON DE DELLEPIANE 450;-58,360736;-34,622226;Parada Colectivo;
6916;AV. ELVIRA RAWSON DE DELLEPIANE 500;-58,35894674;-34,62029906;Parada Colectivo;
6917;AV. ELVIRA RAWSON DE DELLEPIANE 600;-58,356693;-34,618358;Parada Colectivo;
6918;AV. ELVIRA RAWSON DE DELLEPIANE 600;-58,361551;-34,62328;Parada Colectivo;
6919;353 VERNET AV.;-58,430064;-34,632953;Parada Colectivo;
6920;668 TALCAHUANO;-58,385418;-34,600938;Parada Colectivo;
6921;821 GUZMAN AV.;-58,456629;-34,586771;Parada Colectivo;
6922;791 MONTES DE OCA, MANUEL AV.;-58,374589;-34,636957;Parada Colectivo;
6923;1291 IRALA;-58,366147;-34,640395;Parada Colectivo;
6924;1087 IRALA;-58,366435;-34,638596;Parada Colectivo;
6925;761 IRALA;-58,3664232;-34,6386554;Parada Colectivo;
6926;1779 RAVIGNANI, EMILIO, DR.;-58,43857;-34,581412;Parada Colectivo;
6927;1910 HORNOS, GRAL.;-58,37378;-34,648444;Parada Colectivo;
6928;1770 PEDRAZA, MANUELA;-58,460332;-34,548293;Parada Colectivo;
6929;1410 HERNANDARIAS;-58,367169;-34,641808;Parada Colectivo;
6930;1228 HERNANDARIAS;-58,367591;-34,640135;Parada Colectivo;
6931;1012 HERNANDARIAS;-58,367673;-34,638268;Parada Colectivo;
6932;836 HERNANDARIAS;-58,368076;-34,636638;Parada Colectivo;
6933;2424 TRIUNVIRATO AV.;-58,45470539;-34,58576712;Parada Colectivo;
6934;2424 TRIUNVIRATO AV.;-58,45491996;-34,58569645;Parada Colectivo;
6935;1237 ANTARTIDA ARGENTINA;-58,37185142;-34,58639541;Parada Colectivo;
6936;1237 ANTARTIDA ARGENTINA;-58,37177475;-34,58659799;Parada Colectivo;
6937;1237 ANTARTIDA ARGENTINA;-58,37178805;-34,58662287;Parada Colectivo;
6938;1237 ANTARTIDA ARGENTINA;-58,371878;-34,58617693;Parada Colectivo;
6939;1237 ANTARTIDA ARGENTINA;-58,37201834;-34,58581156;Parada Colectivo;
6940;1237 ANTARTIDA ARGENTINA;-58,3722906;-34,585358;Parada Colectivo;
6941;1237 ANTARTIDA ARGENTINA;-58,37185142;-34,58638216;Parada Colectivo;
6942;1160 ANTARTIDA ARGENTINA;-58,3730376;-34,5847316;Parada Colectivo;
6943;1160 ANTARTIDA ARGENTINA;-58,3730376;-34,5847316;Parada Colectivo;
6944;1160 ANTARTIDA ARGENTINA;-58,3730376;-34,5847316;Parada Colectivo;
6945;1160 ANTARTIDA ARGENTINA;-58,3730376;-34,5847316;Parada Colectivo;
6946;1160 ANTARTIDA ARGENTINA;-58,3730376;-34,5847316;Parada Colectivo;
6947;1160 ANTARTIDA ARGENTINA;-58,3730376;-34,5847316;Parada Colectivo;
6948;1160 ANTARTIDA ARGENTINA;-58,3730376;-34,5847316;Parada Colectivo;
6949;4836 SAN ISIDRO LABRADOR AV.;-58,4750686;-34,5408412;Parada Colectivo;
6950;4801 PLAZA;-58,4914266;-34,5475083;Parada Colectivo;
6951;3861 SANTA FE AV.;-58,417976;-34,583629;Parada Colectivo;
6952;99 DON PEDRO DE MENDOZA AV.;-58,36097;-34,625398;Parada Colectivo;
6953;399 DON PEDRO DE MENDOZA AV.;-58,35925729;-34,62695949;Parada Colectivo;
6954;681 SERRANO;-58,440037;-34,59526;Parada Colectivo;
6955;1091 LACARRA AV.;-58,476159;-34,644279;Parada Colectivo;
6956;1289 LACARRA AV.;-58,473803;-34,646143;Parada Colectivo;
6957;14449 LACARRA AV.;-58,472164;-34,647855;Parada Colectivo;
6958;1795 REPUBLICA BOLIVARIANA DE VENEZUELA;-58,391457;-34,614863;Parada Colectivo;
6959;1908 NAON, ROMULO;-58,469389;-34,572093;Parada Colectivo;
6960;1987 NAON, ROMULO;-58,469252;-34,571183;Parada Colectivo;
6961;2102 NAON, ROMULO;-58,470549;-34,570104;Parada Colectivo;
6962;2426 MARIANO ACOSTA;-58,456898;-34,653955;Parada Colectivo;
6963;2591 MARIANO ACOSTA;-58,453134;-34,657531;Parada Colectivo;
6964;2632 MARIANO ACOSTA;-58,452118;-34,657697;Parada Colectivo;
6965;3124 PEREZ, ROQUE;-58,4755118;-34,5591807;Parada Colectivo;
6966;4695 PLAZA;-58,490352;-34,548774;Parada Colectivo;
6967;4477 HONDURAS;-58,424882;-34,592287;Parada Colectivo;
6968;11088 RIVADAVIA AV.;-58,520928;-34,639176;Parada Colectivo;
6969;2008 DARREGUEYRA;-58,427868;-34,584433;Parada Colectivo;
6970;844 GUAYAQUIL;-58,439874;-34,622134;Parada Colectivo;
6971;3085 ARREGUI;-58,488475;-34,606781;Parada Colectivo;
6972;CARRIL, SALVADOR MARIA DEL AV. 3091;-58,500765;-34,592044;Parada Colectivo;
6973;1014 AZCUENAGA;-58,400359;-34,596455;Parada Colectivo;
6974;1291 MONROE;-58,448616;-34,55151;Parada Colectivo;
6975;953 PEPIRI;-58,409084;-34,64906;Parada Colectivo;
6976;1808 FITZ ROY;-58,435348;-34,583138;Parada Colectivo;
6977;2224 FITZ ROY;-58,431862;-34,579978;Parada Colectivo;
6978;4005 AMANCIO ALCORTA AV.;-58,415162;-34,656053;Parada Colectivo;
6979;1188 SAENZ AV.;-58,41589;-34,654352;Parada Colectivo;
6980;4791  LARRALDE, CRISOLOGO AV.;-58,489883;-34,560265;Parada Colectivo;
6981;4712 DONADO;-58,492685;-34,549594;Parada Colectivo;
6982;1272 SAENZ AV.;-58,41626;-34,655385;Parada Colectivo;
6983;5181 CABRERA, JOSE A.;-58,433526;-34,588809;Parada Colectivo;
6984;276 CABILDO AV.;-58,43957;-34,573259;Parada Colectivo;
6985;3666 BELGRANO AV.;-58,4179228;-34,615828;Parada Colectivo;
6986;3710 BELGRANO AV.;-58,4186875;-34,6158726;Parada Colectivo;
6987;4906 COSTA RICA;-58,429347;-34,586671;Parada Colectivo;
6988;2212 DARREGUEYRA;-58,426391;-34,5828;Parada Colectivo;
6989;5450  GORRITI;-58,43592;-34,585988;Parada Colectivo;
6990;4885  EL SALVADOR;-58,428954;-34,588111;Parada Colectivo;
6991;1410 URIARTE;-58,433872;-34,588579;Parada Colectivo;
6992;1612 URIARTE;-58,432067;-34,587285;Parada Colectivo;
6993;1810 URIARTE;-58,429958;-34,585985;Parada Colectivo;
6994;GRIERSON, CECILIA;-58,36934319;-34,5975891;Parada Colectivo;
6995;GRIERSON, CECILIA;-58,36937806;-34,59751182;Parada Colectivo;
6996;GRIERSON, CECILIA;-58,36939147;-34,59743675;Parada Colectivo;
6997;GRIERSON, CECILIA;-58,36942366;-34,59740363;Parada Colectivo;
6998;GRIERSON, CECILIA;-58,36921981;-34,59801522;Parada Colectivo;
6999;GRIERSON, CECILIA;-58,36924395;-34,59796665;Parada Colectivo;
7000;GRIERSON, CECILIA;-58,369311;-34,59779222;Parada Colectivo;
7001;GRIERSON, CECILIA;-58,36937806;-34,59766196;Parada Colectivo;
7002;GRIERSON, CECILIA;-58,36943439;-34,59752286;Parada Colectivo;
7003;GRIERSON, CECILIA;-58,36947462;-34,59744558;Parada Colectivo;
7004;GRIERSON, CECILIA;-58,36949339;-34,59738156;Parada Colectivo;
7005;5830 SOMELLERA;-58,477475;-34,677201;Parada Colectivo;
7006;760 QUINQUELA MARTIN, BENITO;-58,361618;-34,641276;Parada Colectivo;
7007;1302 LAGUNA;-58,47103;-34,646378;Parada Colectivo;
7008;2881 MAGARI�OS CERVANTES, A.;-58,479543;-34,613086;Parada Colectivo;
7009;11032 RIVADAVIA AV.;-58,519279;-34,639319;Parada Colectivo;
7010;RIVADAVIA AV. 11058;-58,520051;-34,639279;Parada Colectivo;
7011;1889 PICHINCHA AV.;-58,396339;-34,631337;Parada Colectivo;
7012;1102 LAGUNA;-58,473583;-34,644357;Parada Colectivo;
7013;904 LAGUNA;-58,475707;-34,642618;Parada Colectivo;
7014;708 LAGUNA;-58,477931;-34,641049;Parada Colectivo;
7015;2020 CORRIENTES AV.;-58,395645;-34,604824;Parada Colectivo;
7016;5495 ALVAREZ JONTE;-58,513451;-34,625806;Parada Colectivo;
7017;CARLOS PERETE;-58,37984391;-34,58154641;Parada Colectivo;
7018;804 CASTILLO, RAMON S., PRES. AV.;-58,37895036;-34,58034244;Parada Colectivo;
7019;842 CASTILLO, RAMON S., PRES. AV.;-58,375683;-34,580441;Parada Colectivo;
7020;980 CASTILLO, RAMON S., PRES. AV.;-58,378781;-34,580644;Parada Colectivo;
7021;976 CASTILLO, RAMON S., PRES. AV.;-58,378781;-34,580644;Parada Colectivo;
7022;371 RIVADAVIA AV.;-58,371541;-34,607195;Parada Colectivo;
7023;371 RIVADAVIA AV.;-58,371541;-34,607195;Parada Colectivo;
7024;371 RIVADAVIA AV.;-58,371541;-34,607195;Parada Colectivo;
7025;350 MANUEL MONTES DE OCA AV.;-58,375665;-34,632639;Parada Colectivo;
7026;330 MANUEL MONTES DE OCA AV.;-58,375681;-34,632526;Parada Colectivo;
7027;739 MANUEL MONTES DE OCA AV.;-58,375403;-34,636682;Parada Colectivo;
7028;Belgrano 4010;-58,4230319;-34,6158456;Parada Colectivo;
7029;791 ARTIGAS, JOSE GERVASIO, GRAL.;-58,467444;-34,621148;Parada Colectivo;
7030;1293 ARTIGAS, JOSE GERVASIO, GRAL.;-58,470406;-34,615837;Parada Colectivo;
7031;1895  ARTIGAS, JOSE GERVASIO, GRAL.;-58,475164;-34,609748;Parada Colectivo;
7032;DELLEPIANE, LUIS, TTE. GRAL. 3700;-58,46721214;-34,65268734;Parada Colectivo;
7033;4684  LASCANO;-58,505449;-34,618316;Parada Colectivo;
7034;1406 ASAMBLEA AV.;-58,444227;-34,636515;Parada Colectivo;
7035;2195 URQUIZA, GRAL.;-58,407741;-34,636263;Parada Colectivo;
7036;2650 MIRALLA;-58,482304;-34,662655;Parada Colectivo;
7037;1601 CASTILLO, RAMON S., PRES. AV.;-58,385618;-34,578235;Parada Colectivo;
7038;1603 CASTILLO, RAMON S., PRES. AV.;-58,385704;-34,578179;Parada Colectivo;
7039;3252 OLAVARRIA;-58,395318;-34,646538;Parada Colectivo;
7040;3253 OLAVARRIA;-58,395333;-34,646488;Parada Colectivo;
7041;2938 OLAVARRIA;-58,390189;-34,644405;Parada Colectivo;
7042;2941 OLAVARRIA;-58,390189;-34,644405;Parada Colectivo;
7043;4591 EL SALVADOR;-58,425817;-34,590209;Parada Colectivo;
7044;524 ROCA, JULIO A., PRESIDENTE DIAGONAL SUR AV.;-58,373753;-34,609603;Parada Colectivo;
7045;645 DE MAYO AV.;-58,375782;-34,608331;Parada Colectivo;
7046;500 PRES. ROQUE SAENZ PE�A AV.;-58,374246;-34,607807;Parada Colectivo;
7047;864 PRES. ROQUE SAENZ PE�A AV.;-58,378914;-34,605336;Parada Colectivo;
7048;583 ACOYTE AV.;-58,438487;-34,61183;Parada Colectivo;
7049;171 PATRICIAS ARGENTINAS AV.;-58,432465;-34,607233;Parada Colectivo;
7050;2777 GUAMINI;-58,50355;-34,668051;Parada Colectivo;
7051;CONESA 487;-58,44556;-34,575635;Parada Colectivo;
7052;CONESA 669;-58,447232;-34,574848;Parada Colectivo;
7053;799  JOSE MARMOL;-58,424927;-34,623197;Parada Colectivo;
7054;993  JOSE MARMOL;-58,424353;-34,626416;Parada Colectivo;
7055;567 ACOYTE AV.;-58,438665;-34,611438;Parada Colectivo;
7056;3269 BERUTI;-58,408569;-34,58767;Parada Colectivo;
7057;3191 MATIENZO, BENJAMIN, TENIENTE;-58,446253;-34,579389;Parada Colectivo;
7058;1802 SALTA;-58,382693;-34,62914;Parada Colectivo;
7059;1838 SALTA;-58,382406;-34,629549;Parada Colectivo;
7060;1850 SALTA;-58,382664;-34,629694;Parada Colectivo;
7061;1880 SALTA;-58,382652;-34,629963;Parada Colectivo;
7062;1866 SALTA;-58,382655;-34,629904;Parada Colectivo;
7063;7244 PERON, EVA AV.;-58,500019;-34,673204;Parada Colectivo;
7064;4954 DEL LIBERTADOR AV.;-58,436324;-34,56429;Parada Colectivo;
7065;4568 DEL LIBERTADOR AV.;-58,432052;-34,56653;Parada Colectivo;
7066;4010 DEL LIBERTADOR AV.;-58,424821;-34,57071;Parada Colectivo;
7067;3620 DEL LIBERTADOR AV.;-58,419929;-34,573237;Parada Colectivo;
7068;3420 DEL LIBERTADOR AV.;-58,416943;-34,5755;Parada Colectivo;
7069;3240 DEL LIBERTADOR AV.;-58,413985;-34,57571;Parada Colectivo;
7070;5051 DEL LIBERTADOR AV.;-58,437245;-34,563024;Parada Colectivo;
7071;4481 DEL LIBERTADOR AV.;-58,430775;-34,566744;Parada Colectivo;
7072;4009 DEL LIBERTADOR AV.;-58,424456;-34,570436;Parada Colectivo;
7073;3779 DEL LIBERTADOR AV.;-58,419351;-34,572105;Parada Colectivo;
7074;3479 DEL LIBERTADOR AV.;-58,416611;-34,573579;Parada Colectivo;
7075;3700 GUALEGUAYCHU;-58,513219;-34,602254;Parada Colectivo;
7076;2801 ALCORTA, AMANCIO AV.;-58,401217;-34,644467;Parada Colectivo;
7077;1590 NEWBERY, JORGE;-58,433852;-34,566423;Parada Colectivo;
7078;5200 DEL LIBERTADOR AV.;-58,43994;-34,562872;Parada Colectivo;
7079;Ana Maria Janer 3290;-58,449427;-34,659453;Parada Colectivo;
7080;Ana Maria Janer 3295;-58,449972;-34,658046;Parada Colectivo;
7081;1508 MATIENZO, BENJAMIN, TENIENTE;-58,432301;-34,566502;Parada Colectivo;
7082;316 ZAPIOLA;-58,444972;-34,577526;Parada Colectivo;
7083;518 ZAPIOLA;-58,44706474;-34,57663553;Parada Colectivo;
7084;3112 MONTIEL;-58,501361;-34,670591;Parada Colectivo;
7085;4995 CABILDO AV.;-58,475044;-34,53929;Parada Colectivo;
7086;1271 SCALABRINI ORTIZ, RAUL AV.;-58,428233;-34,59349;Parada Colectivo;
7087;1279 SCALABRINI ORTIZ, RAUL AV.;-58,428125;-34,593419;Parada Colectivo;
7088;1293 SCALABRINI ORTIZ, RAUL AV.;-58,42804;-34,593262;Parada Colectivo;
7089;1412 GAVILAN;-58,467744;-34,613922;Parada Colectivo;
7090;1548 DEFENSA;-58,371034;-34,62597;Parada Colectivo;
7091;920 PASEO COLON AV.;-58,368488;-34,618793;Parada Colectivo;
7092;950 PASEO COLON AV.;-58,368473;-34,618932;Parada Colectivo;
7093;921 PASEO COLON AV.;-58,36909416;-34,61860406;Parada Colectivo;
7094;951 PASEO COLON AV.;-58,369056;-34,618793;Parada Colectivo;
7095;1020 PASEO COLON AV.;-58,368401;-34,619681;Parada Colectivo;
7096;1050 PASEO COLON AV.;-58,368366;-34,620018;Parada Colectivo;
7097;1021 PASEO COLON AV.;-58,368693;-34,619687;Parada Colectivo;
7098;1051 PASEO COLON AV.;-58,368607;-34,620001;Parada Colectivo;
7099;1071 PASEO COLON AV.;-58,368618;-34,620159;Parada Colectivo;
7100;1120 PASEO COLON AV.;-58,368253;-34,620875;Parada Colectivo;
7101;1150 PASEO COLON AV.;-58,368242;-34,621113;Parada Colectivo;
7102;1121 PASEO COLON AV.;-58,368462;-34,620861;Parada Colectivo;
7103;1151 PASEO COLON AV.;-58,368441;-34,621135;Parada Colectivo;
7104;1351 PASEO COLON AV.;-58,368269;-34,623356;Parada Colectivo;
7105;1420 PASEO COLON AV.;-58,367713;-34,624305;Parada Colectivo;
7106;1450 PASEO COLON AV.;-58,36774152;-34,62469791;Parada Colectivo;
7107;1520 PASEO COLON AV.;-58,367842;-34,625406;Parada Colectivo;
7108;1550 PASEO COLON AV.;-58,367845;-34,626035;Parada Colectivo;
7109;1570 PASEO COLON AV.;-58,367878;-34,626344;Parada Colectivo;
7110;1521 PASEO COLON AV.;-58,368022;-34,625523;Parada Colectivo;
7111;1551 PASEO COLON AV.;-58,368017;-34,626084;Parada Colectivo;
7112;1571 PASEO COLON AV.;-58,368006;-34,626622;Parada Colectivo;
7113;121 ALMTE. BROWN AV.;-58,367224;-34,627931;Parada Colectivo;
7114;151 ALMTE. BROWN AV.;-58,367003;-34,627999;Parada Colectivo;
7115;221 ALMTE. BROWN AV.;-58,366333;-34,628573;Parada Colectivo;
7116;251 ALMTE. BROWN AV.;-58,366162;-34,628681;Parada Colectivo;
7117;320 ALMTE. BROWN AV.;-58,365235;-34,628981;Parada Colectivo;
7118;350 ALMTE. BROWN AV.;-58,365126;-34,629023;Parada Colectivo;
7119;370 ALMTE. BROWN AV.;-58,36489;-34,629196;Parada Colectivo;
7120;551 ALMTE. BROWN AV.;-58,363709;-34,630273;Parada Colectivo;
7121;621 ALMTE. BROWN AV.;-58,363218;-34,630646;Parada Colectivo;
7122;651 ALMTE. BROWN AV.;-58,362991;-34,630796;Parada Colectivo;
7123;720 ALMTE. BROWN AV.;-58,361767;-34,630988;Parada Colectivo;
7124;750 ALMTE. BROWN AV.;-58,361418;-34,631256;Parada Colectivo;
7125;770 ALMTE. BROWN AV.;-58,361269;-34,631557;Parada Colectivo;
7126;ORTEGA Y GASSET 1575;-58,430951;-34,568004;Parada Colectivo;
7127;MISIONES 263;-58,404304;-34,613126;Parada Colectivo;
7128;NECOCHEA 220;-58,36539121;-34,62744194;Parada Colectivo;
7129;608 NECOCHEA;-58,362136;-34,629452;Parada Colectivo;
7130;624 NECOCHEA;-58,362136;-34,629452;Parada Colectivo;
7131;208 NECOCHEA;-58,365498;-34,627386;Parada Colectivo;
7132;2781 CASEROS AV.;-58,401802;-34,636191;Parada Colectivo;
7133;2771 CASEROS AV.;-58,40162;-34,636157;Parada Colectivo;
7134;2763 CASEROS AV.;-58,40153;-34,63614;Parada Colectivo;
7135;2749 CASEROS AV.;-58,40114;-34,635895;Parada Colectivo;
7136;2739 CASEROS AV.;-58,401121;-34,636069;Parada Colectivo;
7137;289 LEOPARDI;-58,497369;-34,640754;Parada Colectivo;
7138;3336 BELGRANO AV.;-58,4134212;-34,6155575;Parada Colectivo;
7139;608 ROCA, JULIO A., PRESIDENTE DIAGONAL SUR AV.;-58,375017;-34,610733;Parada Colectivo;
7140;738 ROCA, JULIO A., PRESIDENTE DIAGONAL SUR AV.;-58,376496;-34,612087;Parada Colectivo;
7141;379 INDEPENDENCIA AV.;-58,37133;-34,617024;Parada Colectivo;
7142;430 SAN JUAN AV.;-58,371547;-34,622;Parada Colectivo;
7143;738 SAN JUAN AV.;-58,376522;-34,622124;Parada Colectivo;
7144;3453 MONROE AV.;-58,470305;-34,564542;Parada Colectivo;
7145;3421 MONROE AV.;-58,470006;-34,564475;Parada Colectivo;
7146;2991 JUAN BAUTISTA ALBERDI AV.;-58,469807;-34,633667;Parada Colectivo;
7147;3391 JUAN BAUTISTA ALBERDI AV.;-58,474109;-34,635101;Parada Colectivo;
7148;3791 JUAN BAUTISTA ALBERDI AV.;-58,478406;-34,636907;Parada Colectivo;
7149;4091 JUAN BAUTISTA ALBERDI AV.;-58,482714;-34,638866;Parada Colectivo;
7150;4391 JUAN BAUTISTA ALBERDI AV.;-58,487483;-34,641113;Parada Colectivo;
7151;4371 JUAN BAUTISTA ALBERDI AV.;-58,487375;-34,641073;Parada Colectivo;
7152;4791 JUAN BAUTISTA ALBERDI AV.;-58,493346;-34,64392;Parada Colectivo;
7153;4791 JUAN BAUTISTA ALBERDI AV.;-58,493212;-34,643858;Parada Colectivo;
7154;2910 DIRECTORIO AV.;-58,467822;-34,635605;Parada Colectivo;
7155;3310 DIRECTORIO AV.;-58,472682;-34,637061;Parada Colectivo;
7156;3710 DIRECTORIO AV.;-58,47625;-34,639034;Parada Colectivo;
7157;4720 BRUIX AV.;-58,492096;-34,645663;Parada Colectivo;
7158;4680 BRUIX AV.;-58,490857;-34,64599;Parada Colectivo;
7159;4560 BRUIX AV.;-58,488904;-34,646493;Parada Colectivo;
7160;4440 BRUIX AV.;-58,48722;-34,64696;Parada Colectivo;
7161;968 BRASIL;-58,377911;-34,62755;Parada Colectivo;
7162;1618 ECHEVERRIA;-58,448116;-34,558584;Parada Colectivo;
7163;VEGA, NICETO, CNEL. AV. 6008;-58,377911;-34,62755;Parada Colectivo;
7164;1636 MARIANO ACOSTA;-58,464265;-34,648236;Parada Colectivo;
7165;VIEDMA, FRANCISCO DE 6961;-58,527367;-34,638176;Parada Colectivo;
7166;VIEDMA, FRANCISCO DE 6935;-58,526894;-34,638102;Parada Colectivo;
7167;VIEDMA, FRANCISCO DE 6847;-58,525753;-34,638095;Parada Colectivo;
7168;1929 GAONA AV.;-58,455361;-34,611861;Parada Colectivo;
7169;1921 GAONA AV.;-58,455255;-34,611856;Parada Colectivo;
7170;4560 TAPALQUE;-58,488415;-34,643389;Parada Colectivo;
7171;4816 LE BRETON;-58,486184;-34,568674;Parada Colectivo;
7172;1212 ZAPIOLA;-58,454629;-34,57299;Parada Colectivo;
7173;3812 RUIZ HUIDOBRO;-58,486046;-34,550862;Parada Colectivo;
7174;4010 NAON, ROMULO;-58,48437;-34,552765;Parada Colectivo;
7175;3997 ESTOMBA;-58,484953;-34,5534391;Parada Colectivo;
7176;4265 ESTOMBA;-58,486609;-34,551273;Parada Colectivo;
7177;62 BOYACA AV.;-58,457263;-34,626019;Parada Colectivo;
7178;DE LOS OMBUES AV.;-58,427042;-34,558734;Parada Colectivo;
7179;1200 OBLIGADO RAFAEL, AV.COSTANERA;-58,404914;-34,563227;Parada Colectivo;
7180;ANDRES BELLO;-58,427531;-34,561177;Parada Colectivo;
7181;OBLIGADO RAFAEL, AV.COSTANERA 6340;-58,431087;-34,54886;Parada Colectivo;
7182;4230 SARMIENTO AV.;-58,411298;-34,569636;Parada Colectivo;
7183;5125 FIGUEROA ALCORTA, PRES. AV.;-58,419043;-34,56571;Parada Colectivo;
7184;SARMIENTO AV. 4562;-58,4048232;-34,5671545;Parada Colectivo;
7185;DE LOS OMBUES AV.;-58,42731;-34,558951;Parada Colectivo;
7186;DE LOS OMBUES AV.;-58,427213;-34,558863;Parada Colectivo;
7187;11200 AV. RIVADAVIA;-58,523338;-34,638787;Parada Colectivo;
7188;4800 RAFAEL OBLIGADO AV. COSTANERA;-58,420186;-34,553747;Parada Colectivo;
7189;4500 RAFAEL OBLIGADO AV. COSTANERO;-58,4146318;-34,5551098;Parada Colectivo;
7190;1532 RAMOS MEJIA, JOSE MARIA, DR. AV.;-58,372781;-34,589671;Parada Colectivo;
7191;4479 FRANCISCO BEIRO AV.;-58,514066;-34,606869;Parada Colectivo;
7192;2510 CARRIL, SALVADOR MARIA DEL AV.;-58,493706;-34,588144;Parada Colectivo;
7193;3471 GAONA AV.;-58,47386315;-34,62019809;Parada Colectivo;
7194;3545 RUCCI, JOSE IGNACIO;-58,485143;-34,672833;Parada Colectivo;
7195;6750 ARGENTINA AV.;-58,49701;-34,673709;Parada Colectivo;
7196;6508 ARGENTINA AV.;-58,492858;-34,673275;Parada Colectivo;
7197;6555 ARGENTINA AV.;-58,493499;-34,673215;Parada Colectivo;
7198;6755 ARGENTINA AV.;-58,496361;-34,673282;Parada Colectivo;
7199;5200 OBLIGADO RAFAEL, AV.COSTANERA;-58,422005;-34,553636;Parada Colectivo;
7200;5200 OBLIGADO RAFAEL, AV.COSTANERA;-58,421479;-34,553751;Parada Colectivo;
7201;5200 OBLIGADO RAFAEL, AV.COSTANERA;-58,421758;-34,553698;Parada Colectivo;
7202;5200 OBLIGADO RAFAEL, AV.COSTANERA;-58,421382;-34,553777;Parada Colectivo;
7203;2400 OBLIGADO RAFAEL, AV.COSTANERA;-58,4046874;-34,5634252;Parada Colectivo;
7204;1901 OBLIGADO RAFAEL, AV.COSTANERA;-58,401475;-34,565811;Parada Colectivo;
7205;2401 OBLIGADO RAFAEL, AV.COSTANERA;-58,4043988;-34,5633763;Parada Colectivo;
7206;5201 OBLIGADO RAFAEL, AV.COSTANERA;-58,422321;-34,553225;Parada Colectivo;
7207;5201 OBLIGADO RAFAEL, AV.COSTANERA;-58,422149;-34,553252;Parada Colectivo;
7208;5201 OBLIGADO RAFAEL, AV.COSTANERA;-58,421978;-34,553296;Parada Colectivo;
7209;5201 OBLIGADO RAFAEL, AV.COSTANERA;-58,421795;-34,553331;Parada Colectivo;
7210;3485 PIEDRA BUENA AV.;-58,491892;-34,674095;Parada Colectivo;
7211;3595 PIEDRA BUENA AV.;-58,490721;-34,675268;Parada Colectivo;
7212;3660 PIEDRA BUENA AV.;-58,489859;-34,675866;Parada Colectivo;
7213;3779 PIEDRA BUENA AV.;-58,489579;-34,67636;Parada Colectivo;
7214;3890 PIEDRA BUENA AV.;-58,4873569;-34,678216;Parada Colectivo;
7215;3850 PIEDRA BUENA AV.;-58,4889694;-34,676748;Parada Colectivo;
7216;181 VILLAFA�E WENCESLAO;-58,357682;-34,630596;Parada Colectivo;
7217;2501 CASTILLO, RAMON S., PRES. AV.;-58,393421;-34,573119;Parada Colectivo;
7218;2501 CASTILLO, RAMON S., PRES. AV.;-58,393514;-34,573056;Parada Colectivo;
7219;2500 CASTILLO, RAMON S., PRES. AV.;-58,391921;-34,574204;Parada Colectivo;
7220;2500 CASTILLO, RAMON S., PRES. AV.;-58,391873;-34,574235;Parada Colectivo;
7221;841 CASTILLO, RAMON S., PRES. AV.;-58,375397;-34,580142;Parada Colectivo;
7222;1149 CASTILLO, RAMON S., PRES. AV.;-58,379808;-34,58;Parada Colectivo;
7223;1600 CASTILLO, RAMON S., PRES. AV.;-58,384845;-34,578222;Parada Colectivo;
7224;1600 CASTILLO, RAMON S., PRES. AV.;-58,384749;-34,578228;Parada Colectivo;
7225;1500 CASTILLO, RAMON S., PRES. AV.;-58,382914;-34,57844;Parada Colectivo;
7226;31 SOLIS;-58,391624;-34,609771;Parada Colectivo;
